Wavelength (nm) aceton;Abs_aceton;Wavelength (nm);Abs
549,2000122;0,076295778;550,7999878;0,02718471
549,5999756;0,076309077;550,4000244;0,027112871
550;0,076337434;550;0,027426075
550,4000244;0,07637132;549,5999756;0,027489802
550,7999878;0,076461732;549,2000122;0,027305376
551,2000122;0,076404005;548,7999878;0,027461287
551,5999756;0,076279856;548,4000244;0,027348794
552;0,076360054;548;0,027592292
552,4000244;0,076663509;547,5999756;0,027646415
552,7999878;0,076657578;547,2000122;0,027728191
553,2000122;0,076702639;546,7999878;0,027662968
553,5999756;0,076825492;546,4000244;0,027483623
554;0,076931655;546;0,027671576
554,4000244;0,07693778;545,5999756;0,027777227
554,7999878;0,076789223;545,2000122;0,027853426
555,2000122;0,076970316;544,7999878;0,027854888
555,5999756;0,077181675;544,4000244;0,028002769
556;0,07725057;544;0,028118581
556,4000244;0,07731799;543,5999756;0,027922239
556,7999878;0,077619262;543,2000122;0,027975492
557,2000122;0,077767916;542,7999878;0,027965553
557,5999756;0,077852204;542,4000244;0,027956938
558;0,078174576;542;0,027934577
558,4000244;0,078454055;541,5999756;0,027993355
558,7999878;0,078503922;541,2000122;0,027991174
559,2000122;0,078599989;540,7999878;0,027948491
559,5999756;0,078874618;540,4000244;0,028015388
560;0,07895375;540;0,027955836
560,4000244;0,07916265;539,5999756;0,028038885
560,7999878;0,079500146;539,2000122;0,027942169
561,2000122;0,079648234;538,7999878;0,028146891
561,5999756;0,080091305;538,4000244;0,028016685
562;0,080204032;538;0,028074672
562,4000244;0,080572598;537,5999756;0,027957989
562,7999878;0,080826245;537,2000122;0,027985238
563,2000122;0,081032149;536,7999878;0,028208209
563,5999756;0,081350148;536,4000244;0,028020633
564;0,081571639;536;0,028112616
564,4000244;0,081899948;535,5999756;0,028212298
564,7999878;0,082254186;535,2000122;0,028232407
565,2000122;0,082476228;534,7999878;0,028401863
565,5999756;0,082557648;534,4000244;0,028474357
566;0,082933038;534;0,028660912
566,4000244;0,083122641;533,5999756;0,028724903
566,7999878;0,083507091;533,2000122;0,028969618
567,2000122;0,083574861;532,7999878;0,029035231
567,5999756;0,083842702;532,4000244;0,029069634
568;0,084219523;532;0,02923302
568,4000244;0,084421128;531,5999756;0,029387271
568,7999878;0,084767267;531,2000122;0,029621467
569,2000122;0,08508613;530,7999878;0,029797565
569,5999756;0,085384838;530,4000244;0,030095289
570;0,085181706;530;0,030349519
570,4000244;0,085331649;529,5999756;0,030643232
570,7999878;0,08567372;529,2000122;0,030838087
571,2000122;0,085926771;528,7999878;0,031104321
571,5999756;0,086110555;528,4000244;0,031470124
572;0,086385898;528;0,031714354
572,4000244;0,086596511;527,5999756;0,032099482
572,7999878;0,086636804;527,2000122;0,032597978
573,2000122;0,086858161;526,7999878;0,032957189
573,5999756;0,087013997;526,4000244;0,033443641
574;0,087358437;526;0,033862572
574,4000244;0,087540612;525,5999756;0,034260198
574,7999878;0,087653965;525,2000122;0,035006259
575,2000122;0,087856509;524,7999878;0,035631917
575,5999756;0,087974854;524,4000244;0,035966966
576;0,088113911;524;0,036632594
576,4000244;0,088189982;523,5999756;0,037425548
576,7999878;0,088466048;523,2000122;0,03794542
577,2000122;0,088766396;522,7999878;0,038614571
577,5999756;0,088835567;522,4000244;0,03946371
578;0,08888337;522;0,040174589
578,4000244;0,089127742;521,5999756;0,040917408
578,7999878;0,089213721;521,2000122;0,041858736
579,2000122;0,08930818;520,7999878;0,04274904
579,5999756;0,089491487;520,4000244;0,043810759
580;0,089569524;520;0,04481478
580,4000244;0,089791015;519,5999756;0,045890201
580,7999878;0,089672647;519,2000122;0,04686949
581,2000122;0,090021342;518,7999878;0,047799289
581,5999756;0,090122379;518,4000244;0,049032893
582;0,090052649;518;0,050200205
582,4000244;0,090090014;517,5999756;0,051326673
582,7999878;0,090170071;517,2000122;0,052476984
583,2000122;0,090157703;516,7999878;0,053900704
583,5999756;0,090425111;516,4000244;0,055272747
584;0,090424381;516;0,056565713
584,4000244;0,09024743;515,5999756;0,057949644
584,7999878;0,090299852;515,2000122;0,059704117
585,2000122;0,090310395;514,7999878;0,061032437
585,5999756;0,09036684;514,4000244;0,062518939
586;0,09041284;514;0,064101413
586,4000244;0,090457663;513,5999756;0,066194788
586,7999878;0,090329744;513,2000122;0,067577071
587,2000122;0,09007138;512,7999878;0,069456846
587,5999756;0,090162069;512,4000244;0,071128786
588;0,090172142;512;0,073145241
588,4000244;0,090161145;511,6000061;0,075114958
588,7999878;0,090103738;511,1999817;0,077135354
589,2000122;0,090140946;510,7999878;0,079139538
589,5999756;0,090181567;510,3999939;0,081174113
590;0,090138525;510;0,083450712
590,4000244;0,090062842;509,6000061;0,085683405
590,7999878;0,089989498;509,1999817;0,088027097
591,2000122;0,090024114;508,7999878;0,090299979
591,5999756;0,089935012;508,3999939;0,09294951
592;0,090057522;508;0,095283374
592,4000244;0,090151146;507,6000061;0,097715288
592,7999878;0,090153217;507,1999817;0,10043405
593,2000122;0,090352274;506,7999878;0,102981679
593,5999756;0,090521298;506,3999939;0,105735429
594;0,09053804;506;0,108662903
594,4000244;0,090526655;505,6000061;0,111554861
594,7999878;0,0906405;505,1999817;0,114445314
595,2000122;0,090759419;504,7999878;0,117314674
595,5999756;0,091066167;504,3999939;0,120510489
596;0,091170579;504;0,123608753
596,4000244;0,091398448;503,6000061;0,126731947
596,7999878;0,091528207;503,1999817;0,130095661
597,2000122;0,091690846;502,7999878;0,133441016
597,5999756;0,091958657;502,3999939;0,136761814
598;0,092326351;502;0,140271634
598,4000244;0,092628226;501,6000061;0,14381142
598,7999878;0,093081795;501,1999817;0,14739117
599,2000122;0,093278319;500,7999878;0,15120551
599,5999756;0,093669169;500,3999939;0,154912174
600;0,094068982;500;0,158729389
600,4000244;0,094399348;499,6000061;0,16232574
600,7999878;0,094567314;499,1999817;0,166318014
601,2000122;0,095214427;498,7999878;0,170327723
601,5999756;0,095716298;498,3999939;0,174369648
602;0,095816761;498;0,178406805
602,4000244;0,096268706;497,6000061;0,182451099
602,7999878;0,096995831;497,1999817;0,186721981
603,2000122;0,097377434;496,7999878;0,190810934
603,5999756;0,097641513;496,3999939;0,19502686
604;0,098015316;496;0,199357823
604,4000244;0,098471209;495,6000061;0,203497917
604,7999878;0,098745249;495,1999817;0,207614616
605,2000122;0,099195562;494,7999878;0,211957097
605,5999756;0,099760614;494,3999939;0,216366962
606;0,100055188;494;0,220519841
606,4000244;0,100475282;493,6000061;0,224641815
606,7999878;0,100872599;493,1999817;0,229002237
607,2000122;0,101293713;492,7999878;0,232919246
607,5999756;0,101627074;492,3999939;0,236787736
608;0,102045216;492;0,240778267
608,4000244;0,102428049;491,6000061;0,244827449
608,7999878;0,102923013;491,1999817;0,248623326
609,2000122;0,103049964;490,7999878;0,25219363
609,5999756;0,103293084;490,3999939;0,255905062
610;0,103556879;490;0,259351611
610,4000244;0,104076617;489,6000061;0,262756676
610,7999878;0,104405202;489,1999817;0,266164184
611,2000122;0,104685776;488,7999878;0,269089669
611,5999756;0,104847588;488,3999939;0,272056639
612;0,104984008;488;0,275003642
612,4000244;0,105336838;487,6000061;0,277843118
612,7999878;0,105472684;487,1999817;0,280133218
613,2000122;0,105685927;486,7999878;0,282611489
613,5999756;0,106005162;486,3999939;0,284975708
614;0,106137022;486;0,287065268
614,4000244;0,106143899;485,6000061;0,289231718
614,7999878;0,106225118;485,1999817;0,291197777
615,2000122;0,106353574;484,7999878;0,292948127
615,5999756;0,106393717;484,3999939;0,294824719
616;0,106569;484;0,296591371
616,4000244;0,106601395;483,6000061;0,298211753
616,7999878;0,106572539;483,1999817;0,299712122
617,2000122;0,106574692;482,7999878;0,301086187
617,5999756;0,1066228;482,3999939;0,302581936
618;0,106533803;482;0,303824365
618,4000244;0,106606491;481,6000061;0,305199951
618,7999878;0,10647773;481,1999817;0,306452155
619,2000122;0,10634087;480,7999878;0,307873458
619,5999756;0,106331676;480,3999939;0,309120446
620;0,10626208;480;0,310288072
620,4000244;0,106095679;479,6000061;0,311799258
620,7999878;0,106034406;479,1999817;0,31321165
621,2000122;0,105970211;478,7999878;0,314499348
621,5999756;0,105760589;478,3999939;0,315946281
622;0,105454169;478;0,317509741
622,4000244;0,105191208;477,6000061;0,318882316
622,7999878;0,105050735;477,1999817;0,320522219
623,2000122;0,104731835;476,7999878;0,322162777
623,5999756;0,104668289;476,3999939;0,323864132
624;0,104355104;476;0,325359941
624,4000244;0,104074776;475,6000061;0,326883495
624,7999878;0,103936367;475,1999817;0,32854113
625,2000122;0,103759743;474,7999878;0,330151975
625,5999756;0,103374727;474,3999939;0,331436008
626;0,103169307;474;0,332951248
626,4000244;0,103021577;473,6000061;0,33433488
626,7999878;0,102716826;473,1999817;0,335619628
627,2000122;0,102531061;472,7999878;0,336850405
627,5999756;0,102397405;472,3999939;0,338036895
628;0,102214336;472;0,338855952
628,4000244;0,102080025;471,6000061;0,33954519
628,7999878;0,101910539;471,1999817;0,340240926
629,2000122;0,101928249;470,7999878;0,340859324
629,5999756;0,101703979;470,3999939;0,341215044
630;0,101849593;470;0,341593325
630,4000244;0,102025047;469,6000061;0,341671616
630,7999878;0,102092631;469,1999817;0,341648608
631,2000122;0,102007896;468,7999878;0,341848344
631,5999756;0,102147974;468,3999939;0,341504544
632;0,102500312;468;0,341137797
632,4000244;0,102663145;467,6000061;0,340765506
632,7999878;0,102834992;467,1999817;0,340462536
633,2000122;0,103246592;466,7999878;0,339781642
633,5999756;0,103445865;466,3999939;0,339208305
634;0,104036816;466;0,338561952
634,4000244;0,104595728;465,6000061;0,337836653
634,7999878;0,105234608;465,1999817;0,33711192
635,2000122;0,105781563;464,7999878;0,336639136
635,5999756;0,106529862;464,3999939;0,335815132
636;0,107240222;464;0,335025191
636,4000244;0,108138479;463,6000061;0,33415693
636,7999878;0,108991861;463,1999817;0,333504677
637,2000122;0,109886088;462,7999878;0,332957536
637,5999756;0,111087307;462,3999939;0,332406521
638;0,112181552;462;0,331730217
638,4000244;0,113348015;461,6000061;0,331081241
638,7999878;0,114472807;461,1999817;0,33063072
639,2000122;0,11578811;460,7999878;0,330171585
639,5999756;0,116914466;460,3999939;0,32982105
640;0,118264049;460;0,32972005
640,4000244;0,119811803;459,6000061;0,329520732
640,7999878;0,121233739;459,1999817;0,329774797
641,2000122;0,122658968;458,7999878;0,329935759
641,5999756;0,124346286;458,3999939;0,329994202
642;0,125653356;458;0,330415994
642,4000244;0,127053171;457,6000061;0,331014186
642,7999878;0,128696337;457,1999817;0,331782639
643,2000122;0,130328581;456,7999878;0,332758516
643,5999756;0,131870702;456,3999939;0,333827198
644;0,133405611;456;0,335403681
644,4000244;0,13503775;455,6000061;0,336888641
644,7999878;0,136642307;455,1999817;0,338858038
645,2000122;0,138250694;454,7999878;0,340988696
645,5999756;0,139992654;454,3999939;0,34333691
646;0,14158307;454;0,345943481
646,4000244;0,143220216;453,6000061;0,34900555
646,7999878;0,144969776;453,1999817;0,352509171
647,2000122;0,146955013;452,7999878;0,356056452
647,5999756;0,148501679;452,3999939;0,359956503
648;0,150346533;452;0,364477515
648,4000244;0,152247503;451,6000061;0,369185478
648,7999878;0,154105261;451,1999817;0,374423236
649,2000122;0,156009182;450,7999878;0,379753768
649,5999756;0,15823482;450,3999939;0,385619074
650;0,16032365;450;0,391761869
650,4000244;0,162654638;449,6000061;0,398257673
650,7999878;0,164985254;449,1999817;0,404884249
651,2000122;0,167279214;448,7999878;0,412382275
651,5999756;0,169765979;448,3999939;0,41972065
652;0,172566712;448;0,427358508
652,4000244;0,175427124;447,6000061;0,435259253
652,7999878;0,178322837;447,1999817;0,443370611
653,2000122;0,181534752;446,7999878;0,451632202
653,5999756;0,184646949;446,3999939;0,460285097
654;0,187834486;446;0,469153047
654,4000244;0,191280693;445,6000061;0,47793898
654,7999878;0,194727525;445,1999817;0,486649603
655,2000122;0,198402852;444,7999878;0,495079905
655,5999756;0,202096283;444,3999939;0,503507376
656;0,205761686;444;0,511645794
656,4000244;0,20964621;443,6000061;0,519939005
656,7999878;0,213507012;443,1999817;0,527908027
657,2000122;0,217229694;442,7999878;0,535506547
657,5999756;0,220967993;442,3999939;0,542774856
658;0,224918023;442;0,549474239
658,4000244;0,228482992;441,6000061;0,55599457
658,7999878;0,232037783;441,1999817;0,562101781
659,2000122;0,235335678;440,7999878;0,56761533
659,5999756;0,238684982;440,3999939;0,572883427
660;0,241736099;440;0,577614188
660,4000244;0,244526893;439,6000061;0,58160466
660,7999878;0,247005209;439,1999817;0,585250318
661,2000122;0,249055237;438,7999878;0,588249981
661,5999756;0,250702828;438,3999939;0,590880573
662;0,25238958;438;0,593259454
662,4000244;0,253709167;437,6000061;0,594988823
662,7999878;0,254291654;437,1999817;0,595839918
663,2000122;0,25467518;436,7999878;0,596648395
663,5999756;0,254674286;436,3999939;0,596775591
664;0,254231542;436;0,596203148
664,4000244;0,253162086;435,6000061;0,595339119
664,7999878;0,252035976;435,1999817;0,594213784
665,2000122;0,250630647;434,7999878;0,592753589
665,5999756;0,248277158;434,3999939;0,590736628
666;0,245769292;434;0,588537037
666,4000244;0,243125111;433,6000061;0,585848749
666,7999878;0,23983486;433,1999817;0,58282876
667,2000122;0,23612915;432,7999878;0,579540551
667,5999756;0,23217009;432,3999939;0,575923801
668;0,228129819;432;0,572024465
668,4000244;0,223636031;431,6000061;0,568221152
668,7999878;0,218927175;431,1999817;0,564016938
669,2000122;0,214100182;430,7999878;0,559467852
669,5999756;0,209042922;430,3999939;0,555132985
670;0,203695625;430;0,550746322
670,4000244;0,198336601;429,6000061;0,54610908
670,7999878;0,193056017;429,1999817;0,541699231
671,2000122;0,187626615;428,7999878;0,537389159
671,5999756;0,182192028;428,3999939;0,533091784
672;0,17656678;428;0,528754652
672,4000244;0,170901328;427,6000061;0,524521291
672,7999878;0,165524632;427,1999817;0,520660043
673,2000122;0,160129502;426,7999878;0,516570628
673,5999756;0,154961139;426,3999939;0,513167977
674;0,149828047;426;0,509507537
674,4000244;0,14481388;425,6000061;0,506168902
674,7999878;0,139877185;425,1999817;0,503250837
675,2000122;0,135090843;424,7999878;0,50037396
675,5999756;0,130544037;424,3999939;0,497883111
676;0,126134694;424;0,495387584
676,4000244;0,121852592;423,6000061;0,492959231
676,7999878;0,117784023;423,1999817;0,490864098
677,2000122;0,113847114;422,7999878;0,48891598
677,5999756;0,110249698;422,3999939;0,486918807
678;0,106695771;422;0,485086024
678,4000244;0,103274696;421,6000061;0,483651549
678,7999878;0,099981956;421,1999817;0,482085645
679,2000122;0,09713009;420,7999878;0,480589658
679,5999756;0,094400831;420,3999939;0,479072958
680;0,091490664;420;0,477500975
680,4000244;0,089100629;419,6000061;0,476129443
680,7999878;0,086772613;419,1999817;0,474594712
681,2000122;0,08463303;418,7999878;0,473021746
681,5999756;0,082657434;418,3999939;0,471526086
682;0,080834664;418;0,469823837
682,4000244;0,078973278;417,6000061;0,467868686
682,7999878;0,077370696;417,1999817;0,465981305
683,2000122;0,07581266;416,7999878;0,463971853
683,5999756;0,074434869;416,3999939;0,462097079
684;0,073363654;416;0,459764719
684,4000244;0,072059564;415,6000061;0,457428575
684,7999878;0,070960231;415,1999817;0,454845697
685,2000122;0,06979952;414,7999878;0,452245921
685,5999756;0,068916924;414,3999939;0,449362308
686;0,068057306;414;0,446554601
686,4000244;0,06719429;413,6000061;0,443305463
686,7999878;0,066481046;413,1999817;0,440302134
687,2000122;0,065840475;412,7999878;0,43693924
687,5999756;0,065142415;412,3999939;0,433328748
688;0,064406864;412;0,42973429
688,4000244;0,063995846;411,6000061;0,426074624
688,7999878;0,063474111;411,1999817;0,422175884
689,2000122;0,062884755;410,7999878;0,417957842
689,5999756;0,062415246;410,3999939;0,414155573
690;0,062095817;410;0,409831315
690,4000244;0,061720189;409,6000061;0,405681312
690,7999878;0,061295606;409,1999817;0,401521057
691,2000122;0,061107907;408,7999878;0,397104353
691,5999756;0,060832996;408,3999939;0,392657191
692;0,060522195;408;0,388436139
692,4000244;0,060199689;407,6000061;0,38401854
692,7999878;0,05992176;407,1999817;0,379774004
693,2000122;0,059780546;406,7999878;0,375529587
693,5999756;0,059685644;406,3999939;0,371156871
694;0,059610479;406;0,367135137
694,4000244;0,059442323;405,6000061;0,363056034
694,7999878;0,059251592;405,1999817;0,358858913
695,2000122;0,058963299;404,7999878;0,354951829
695,5999756;0,058801644;404,3999939;0,351215035
696;0,058892529;404;0,347494632
696,4000244;0,058746047;403,6000061;0,343715578
696,7999878;0,058508348;403,1999817;0,340403348
697,2000122;0,058286496;402,7999878;0,337158769
697,5999756;0,058179669;402,3999939;0,333875001
698;0,058204353;402;0,330775797
698,4000244;0,05807399;401,6000061;0,327943802
698,7999878;0,057760514;401,1999817;0,325420737
699,2000122;0,057813831;400,7999878;0,322917104
699,5999756;0,057776332;400,3999939;0,320351064
700;0,05762535;400;0,318216652
700,4000244;0,05746771;399,6000061;0,315936178
700,7999878;0,057503879;399,1999817;0,314089924
701,2000122;0,057277374;398,7999878;0,312155128
701,5999756;0,057316389;398,3999939;0,310529292
702;0,057336744;398;0,308845341
702,4000244;0,057228375;397,6000061;0,307485312
702,7999878;0,057193499;397,1999817;0,30639863
703,2000122;0,057214171;396,7999878;0,305125177
703,5999756;0,057129249;396,3999939;0,304106921
704;0,057104036;396;0,303293049
704,4000244;0,056934573;395,6000061;0,302590609
704,7999878;0,056984037;395,1999817;0,301686943
705,2000122;0,056839645;394,7999878;0,300924599
705,5999756;0,056768954;394,3999939;0,300467193
706;0,056824595;394;0,300065368
706,4000244;0,05668819;393,6000061;0,299547404
706,7999878;0,056804355;393,1999817;0,299074829
707,2000122;0,056623511;392,7999878;0,298813671
707,5999756;0,056548934;392,3999939;0,298592836
708;0,056593489;392;0,298214406
708,4000244;0,0565635;391,6000061;0,298101932
708,7999878;0,056470979;391,1999817;0,298035294
709,2000122;0,056463581;390,7999878;0,297502786
709,5999756;0,056313582;390,3999939;0,297485799
710;0,056344852;390;0,297489703
710,4000244;0,056376595;389,6000061;0,297403246
710,7999878;0,056435548;389,1999817;0,297314584
711,2000122;0,056317296;388,7999878;0,297236204
711,5999756;0,056232166;388,3999939;0,297114849
712;0,056129582;388;0,296896905
712,4000244;0,056139361;387,6000061;0,296417207
712,7999878;0,056123074;387,1999817;0,296484113
713,2000122;0,05605739;386,7999878;0,296554864
713,5999756;0,056196455;386,3999939;0,29624939
714;0,056060921;386;0,296232939
714,4000244;0,056001816;385,6000061;0,295830578
714,7999878;0,055882327;385,1999817;0,295511216
715,2000122;0,055790514;384,7999878;0,295242012
715,5999756;0,055942629;384,3999939;0,295037001
716;0,05596577;384;0,294784367
716,4000244;0,055875763;383,6000061;0,294029325
716,7999878;0,055694215;383,1999817;0,293560475
717,2000122;0,055854212;382,7999878;0,29313907
717,5999756;0,055854183;382,3999939;0,2923733
718;0,055680383;382;0,291741252
718,4000244;0,05567494;381,6000061;0,291205794
718,7999878;0,055784833;381,1999817;0,290155858
719,2000122;0,055677265;380,7999878;0,289379537
719,5999756;0,055504974;380,3999939;0,288449466
720;0,055572283;380;0,287509441
720,4000244;0,055548102;379,6000061;0,286586016
720,7999878;0,055563957;379,1999817;0,285283208
721,2000122;0,05550883;378,7999878;0,28402549
721,5999756;0,055475708;378,3999939;0,283009589
722;0,055473089;378;0,281587899
722,4000244;0,055308059;377,6000061;0,280336082
722,7999878;0,055375099;377,1999817;0,278977782
723,2000122;0,055435326;376,7999878;0,277646989
723,5999756;0,055295415;376,3999939;0,276194155
724;0,055427652;376;0,274700761
724,4000244;0,055360865;375,6000061;0,273345262
724,7999878;0,055160485;375,1999817;0,271793544
725,2000122;0,055287682;374,7999878;0,270247996
725,5999756;0,055531126;374,3999939;0,268559188
726;0,055305351;374;0,267299444
726,4000244;0,055321552;373,6000061;0,265471339
726,7999878;0,055321258;373,1999817;0,264152527
727,2000122;0,055110641;372,7999878;0,262614816
727,5999756;0,054871898;372,3999939;0,261044949
728;0,055057831;372;0,259566993
728,4000244;0,055002857;371,6000061;0,258157581
728,7999878;0,055195082;371,1999817;0,257020742
729,2000122;0,05492286;370,7999878;0,255473018
729,5999756;0,05500935;370,3999939;0,254133374
730;0,055069733;370;0,252671123
730,4000244;0,054916397;369,6000061;0,251635522
730,7999878;0,055016462;369,1999817;0,250175327
731,2000122;0,05494225;368,7999878;0,249097541
731,5999756;0,054628938;368,3999939;0,24785687
732;0,05493458;368;0,246477589
732,4000244;0,054986726;367,6000061;0,245417789
732,7999878;0,055005442;367,1999817;0,244426578
733,2000122;0,054940015;366,7999878;0,243283853
733,5999756;0,054943394;366,3999939;0,241942331
734;0,054810278;366;0,241082564
734,4000244;0,054856475;365,6000061;0,240023807
734,7999878;0,054786667;365,1999817;0,238897577
735,2000122;0,054965191;364,7999878;0,238147184
735,5999756;0,054871455;364,3999939;0,237095505
736;0,054727029;364;0,236170664
736,4000244;0,054720245;363,6000061;0,23511757
736,7999878;0,0547149;363,1999817;0,234260142
737,2000122;0,054974005;362,7999878;0,233346671
737,5999756;0,054723091;362,3999939;0,232388705
738;0,05472051;362;0,231281459
738,4000244;0,054852922;361,6000061;0,230198845
738,7999878;0,054734278;361,1999817;0,229511708
739,2000122;0,054740153;360,7999878;0,228632882
739,5999756;0,054555733;360,3999939;0,2278817
740;0,054388728;360;0,227078691
740,4000244;0,054849427;359,6000061;0,226202101
740,7999878;0,055057541;359,1999817;0,224999756
741,2000122;0,054856889;358,7999878;0,224338442
741,5999756;0,054748375;358,3999939;0,223745167
742;0,054746024;358;0,222992629
742,4000244;0,05493708;357,6000061;0,221863017
742,7999878;0,054717779;357,1999817;0,221554935
743,2000122;0,054903414;356,7999878;0,220947281
743,5999756;0,054583792;356,3999939;0,220555842
744;0,054509155;356;0,220105186
744,4000244;0,054478664;355,6000061;0,219455838
744,7999878;0,054764144;355,1999817;0,219254658
745,2000122;0,054918777;354,7999878;0,218946323
745,5999756;0,054664198;354,3999939;0,218748033
746;0,054405451;354;0,218824804
746,4000244;0,054643586;353,6000061;0,218326002
746,7999878;0,054664489;353,1999817;0,218564987
747,2000122;0,054613587;352,7999878;0,218875185
747,5999756;0,054597411;352,3999939;0,218847334
748;0,054428633;352;0,219395816
748,4000244;0,054441895;351,6000061;0,219911575
748,7999878;0,054522742;351,1999817;0,220203176
749,2000122;0,054411702;350,7999878;0,220663399
749,5999756;0,054388963;350,3999939;0,22115317
750;0,054284938;350;0,221557915
